dnaA BU_ATCC8492_00001
ptpA_2 BU_ATCC8492_01674
transcript:BU_ATCC8492_01675 BU_ATCC8492_01675
transcript:BU_ATCC8492_01676 BU_ATCC8492_01676
glcK_2 BU_ATCC8492_01677
transcript:BU_ATCC8492_01678 BU_ATCC8492_01678
fprA BU_ATCC8492_01679
nagB BU_ATCC8492_01680
transcript:BU_ATCC8492_01681 BU_ATCC8492_01681
transcript:BU_ATCC8492_01682 BU_ATCC8492_01682
transcript:BU_ATCC8492_01683 BU_ATCC8492_01683
transcript:BU_ATCC8492_01684 BU_ATCC8492_01684
transcript:BU_ATCC8492_01685 BU_ATCC8492_01685
transcript:BU_ATCC8492_01686 BU_ATCC8492_01686
transcript:BU_ATCC8492_01687 BU_ATCC8492_01687
transcript:BU_ATCC8492_01688 BU_ATCC8492_01688
transcript:BU_ATCC8492_01689 BU_ATCC8492_01689
transcript:BU_ATCC8492_01690 BU_ATCC8492_01690
transcript:BU_ATCC8492_01691 BU_ATCC8492_01691
mdtA_2 BU_ATCC8492_01692
bepE_4 BU_ATCC8492_01693
transcript:BU_ATCC8492_01694 BU_ATCC8492_01694
bepE_5 BU_ATCC8492_01695
transcript:BU_ATCC8492_01696 BU_ATCC8492_01696
transcript:BU_ATCC8492_01697 BU_ATCC8492_01697
transcript:BU_ATCC8492_01698 BU_ATCC8492_01698
transcript:BU_ATCC8492_01699 BU_ATCC8492_01699
transcript:BU_ATCC8492_01700 BU_ATCC8492_01700
transcript:BU_ATCC8492_01701 BU_ATCC8492_01701
transcript:BU_ATCC8492_01702 BU_ATCC8492_01702
transcript:BU_ATCC8492_01703 BU_ATCC8492_01703
moaA BU_ATCC8492_01704
transcript:BU_ATCC8492_01705 BU_ATCC8492_01705
apxIB BU_ATCC8492_01706
transcript:BU_ATCC8492_01707 BU_ATCC8492_01707
transcript:BU_ATCC8492_01708 BU_ATCC8492_01708
transcript:BU_ATCC8492_01709 BU_ATCC8492_01709
transcript:BU_ATCC8492_01710 BU_ATCC8492_01710
yciO BU_ATCC8492_01711
recD2_2 BU_ATCC8492_01712
transcript:BU_ATCC8492_01713 BU_ATCC8492_01713
menA_1 BU_ATCC8492_01714
transcript:BU_ATCC8492_01715 BU_ATCC8492_01715
patB_1 BU_ATCC8492_01716
transcript:BU_ATCC8492_01717 BU_ATCC8492_01717
transcript:BU_ATCC8492_01718 BU_ATCC8492_01718
xyl3A_1 BU_ATCC8492_01719
transcript:BU_ATCC8492_01720 BU_ATCC8492_01720
transcript:BU_ATCC8492_01721 BU_ATCC8492_01721
transcript:BU_ATCC8492_01722 BU_ATCC8492_01722
transcript:BU_ATCC8492_01723 BU_ATCC8492_01723
transcript:BU_ATCC8492_01724 BU_ATCC8492_01724
transcript:BU_ATCC8492_01725 BU_ATCC8492_01725
transcript:BU_ATCC8492_01726 BU_ATCC8492_01726
transcript:BU_ATCC8492_01727 BU_ATCC8492_01727
transcript:BU_ATCC8492_01728 BU_ATCC8492_01728
rutC_2 BU_ATCC8492_01729
ccsA_1 BU_ATCC8492_01730
transcript:BU_ATCC8492_01731 BU_ATCC8492_01731
transcript:BU_ATCC8492_01732 BU_ATCC8492_01732
mecI BU_ATCC8492_01733
resA_3 BU_ATCC8492_01734
transcript:BU_ATCC8492_01735 BU_ATCC8492_01735
resA_4 BU_ATCC8492_01736
transcript:BU_ATCC8492_01737 BU_ATCC8492_01737
transcript:BU_ATCC8492_01738 BU_ATCC8492_01738
xerC_6 BU_ATCC8492_01739
transcript:BU_ATCC8492_01740 BU_ATCC8492_01740
rfaH_1 BU_ATCC8492_01741
transcript:BU_ATCC8492_01742 BU_ATCC8492_01742
transcript:BU_ATCC8492_01743 BU_ATCC8492_01743
transcript:BU_ATCC8492_01744 BU_ATCC8492_01744
transcript:BU_ATCC8492_01745 BU_ATCC8492_01745
transcript:BU_ATCC8492_01746 BU_ATCC8492_01746
transcript:BU_ATCC8492_01747 BU_ATCC8492_01747
transcript:BU_ATCC8492_01748 BU_ATCC8492_01748
transcript:BU_ATCC8492_01749 BU_ATCC8492_01749
transcript:BU_ATCC8492_01750 BU_ATCC8492_01750
transcript:BU_ATCC8492_01751 BU_ATCC8492_01751
transcript:BU_ATCC8492_01752 BU_ATCC8492_01752
transcript:BU_ATCC8492_01753 BU_ATCC8492_01753
transcript:BU_ATCC8492_01754 BU_ATCC8492_01754
transcript:BU_ATCC8492_01755 BU_ATCC8492_01755
transcript:BU_ATCC8492_01756 BU_ATCC8492_01756
transcript:BU_ATCC8492_01757 BU_ATCC8492_01757
transcript:BU_ATCC8492_01758 BU_ATCC8492_01758
transcript:BU_ATCC8492_01759 BU_ATCC8492_01759
transcript:BU_ATCC8492_01760 BU_ATCC8492_01760
transcript:BU_ATCC8492_01761 BU_ATCC8492_01761
transcript:BU_ATCC8492_01762 BU_ATCC8492_01762
transcript:BU_ATCC8492_01763 BU_ATCC8492_01763
miaA_1 BU_ATCC8492_01764
transcript:BU_ATCC8492_01765 BU_ATCC8492_01765
lpxA_2 BU_ATCC8492_01766
lpxC BU_ATCC8492_01767
lpxD BU_ATCC8492_01768
transcript:BU_ATCC8492_01769 BU_ATCC8492_01769
pyrF BU_ATCC8492_01770
prfA BU_ATCC8492_01771
purM BU_ATCC8492_01772
lemA BU_ATCC8492_01773
transcript:BU_ATCC8492_01774 BU_ATCC8492_01774
transcript:BU_ATCC8492_01775 BU_ATCC8492_01775
aroE BU_ATCC8492_01776
transcript:BU_ATCC8492_01777 BU_ATCC8492_01777
ubiE BU_ATCC8492_01778
purC BU_ATCC8492_01779
transcript:BU_ATCC8492_01780 BU_ATCC8492_01780
transcript:BU_ATCC8492_01781 BU_ATCC8492_01781
transcript:BU_ATCC8492_01782 BU_ATCC8492_01782
transcript:BU_ATCC8492_01783 BU_ATCC8492_01783
cgtA BU_ATCC8492_01784
adk BU_ATCC8492_01785
hpt BU_ATCC8492_01786
dtpT_1 BU_ATCC8492_01787
nnr BU_ATCC8492_01788
transcript:BU_ATCC8492_01789 BU_ATCC8492_01789
transcript:BU_ATCC8492_01790 BU_ATCC8492_01790
truA BU_ATCC8492_01791
transcript:BU_ATCC8492_01792 BU_ATCC8492_01792
msrC BU_ATCC8492_01793
transcript:BU_ATCC8492_01794 BU_ATCC8492_01794
transcript:BU_ATCC8492_01795 BU_ATCC8492_01795
rhaR_1 BU_ATCC8492_01796
pgiA_1 BU_ATCC8492_01797
glcK_3 BU_ATCC8492_01798
transcript:BU_ATCC8492_01799 BU_ATCC8492_01799
pgiA_2 BU_ATCC8492_01800
xylT BU_ATCC8492_01801
transcript:BU_ATCC8492_01802 BU_ATCC8492_01802
transcript:BU_ATCC8492_01803 BU_ATCC8492_01803
transcript:BU_ATCC8492_01804 BU_ATCC8492_01804
transcript:BU_ATCC8492_01805 BU_ATCC8492_01805
transcript:BU_ATCC8492_01806 BU_ATCC8492_01806
transcript:BU_ATCC8492_01807 BU_ATCC8492_01807
transcript:BU_ATCC8492_01808 BU_ATCC8492_01808
transcript:BU_ATCC8492_01809 BU_ATCC8492_01809
transcript:BU_ATCC8492_01810 BU_ATCC8492_01810
transcript:BU_ATCC8492_01811 BU_ATCC8492_01811
transcript:BU_ATCC8492_01812 BU_ATCC8492_01812
transcript:BU_ATCC8492_01813 BU_ATCC8492_01813
contig_1.tRNA53-GlyTCC contig_1.trna53
contig_1.tRNA52-TyrGTA contig_1.trna52
ribH BU_ATCC8492_01816
transcript:BU_ATCC8492_01817 BU_ATCC8492_01817
recF BU_ATCC8492_01818
transcript:BU_ATCC8492_01819 BU_ATCC8492_01819
transcript:BU_ATCC8492_01820 BU_ATCC8492_01820
transcript:BU_ATCC8492_01821 BU_ATCC8492_01821
transcript:BU_ATCC8492_01822 BU_ATCC8492_01822
tadA_2 BU_ATCC8492_01823
transcript:BU_ATCC8492_01824 BU_ATCC8492_01824
dcp_2 BU_ATCC8492_01825
gapA BU_ATCC8492_01826
mscL BU_ATCC8492_01827
transcript:BU_ATCC8492_01828 BU_ATCC8492_01828
guaA_1 BU_ATCC8492_01829
guaA_2 BU_ATCC8492_01830
transcript:BU_ATCC8492_01831 BU_ATCC8492_01831
transcript:BU_ATCC8492_01832 BU_ATCC8492_01832
transcript:BU_ATCC8492_01833 BU_ATCC8492_01833
transcript:BU_ATCC8492_01834 BU_ATCC8492_01834
transcript:BU_ATCC8492_01835 BU_ATCC8492_01835
glgM BU_ATCC8492_01836
transcript:BU_ATCC8492_01837 BU_ATCC8492_01837
transcript:BU_ATCC8492_01838 BU_ATCC8492_01838
glgA BU_ATCC8492_01839
panC BU_ATCC8492_01840
panD BU_ATCC8492_01841
transcript:BU_ATCC8492_01842 BU_ATCC8492_01842
pyrK_1 BU_ATCC8492_01843
transcript:BU_ATCC8492_01844 BU_ATCC8492_01844
transcript:BU_ATCC8492_01845 BU_ATCC8492_01845
btsR_3 BU_ATCC8492_01846
serS BU_ATCC8492_01847
rpmA BU_ATCC8492_01848
rplU BU_ATCC8492_01849
gph_2 BU_ATCC8492_01850
transcript:BU_ATCC8492_01851 BU_ATCC8492_01851
fliA BU_ATCC8492_01852
transcript:BU_ATCC8492_01853 BU_ATCC8492_01853
transcript:BU_ATCC8492_01854 BU_ATCC8492_01854
transcript:BU_ATCC8492_01855 BU_ATCC8492_01855
transcript:BU_ATCC8492_01856 BU_ATCC8492_01856
transcript:BU_ATCC8492_01857 BU_ATCC8492_01857
transcript:BU_ATCC8492_01858 BU_ATCC8492_01858
transcript:BU_ATCC8492_01859 BU_ATCC8492_01859
transcript:BU_ATCC8492_01860 BU_ATCC8492_01860
transcript:BU_ATCC8492_01861 BU_ATCC8492_01861
ampG_2 BU_ATCC8492_01862
transcript:BU_ATCC8492_01863 BU_ATCC8492_01863
transcript:BU_ATCC8492_01864 BU_ATCC8492_01864
rcsC_23 BU_ATCC8492_01865
transcript:BU_ATCC8492_01866 BU_ATCC8492_01866
transcript:BU_ATCC8492_01867 BU_ATCC8492_01867
btuD_3 BU_ATCC8492_01868
transcript:BU_ATCC8492_01869 BU_ATCC8492_01869
transcript:BU_ATCC8492_01870 BU_ATCC8492_01870
kdsA BU_ATCC8492_01871
dagK_1 BU_ATCC8492_01872
miaA_2 BU_ATCC8492_01873
transcript:BU_ATCC8492_01874 BU_ATCC8492_01874
mdtK_1 BU_ATCC8492_01875
vatD BU_ATCC8492_01876
rep_1 BU_ATCC8492_01877
transcript:BU_ATCC8492_01878 BU_ATCC8492_01878
transcript:BU_ATCC8492_01879 BU_ATCC8492_01879
transcript:BU_ATCC8492_01880 BU_ATCC8492_01880
transcript:BU_ATCC8492_01881 BU_ATCC8492_01881
transcript:BU_ATCC8492_01882 BU_ATCC8492_01882
transcript:BU_ATCC8492_01883 BU_ATCC8492_01883
transcript:BU_ATCC8492_01884 BU_ATCC8492_01884
transcript:BU_ATCC8492_01885 BU_ATCC8492_01885
transcript:BU_ATCC8492_01886 BU_ATCC8492_01886
transcript:BU_ATCC8492_01887 BU_ATCC8492_01887
transcript:BU_ATCC8492_01888 BU_ATCC8492_01888
transcript:BU_ATCC8492_01889 BU_ATCC8492_01889
transcript:BU_ATCC8492_01890 BU_ATCC8492_01890
transcript:BU_ATCC8492_01891 BU_ATCC8492_01891
transcript:BU_ATCC8492_01892 BU_ATCC8492_01892
transcript:BU_ATCC8492_01893 BU_ATCC8492_01893
transcript:BU_ATCC8492_01894 BU_ATCC8492_01894
transcript:BU_ATCC8492_01895 BU_ATCC8492_01895
transcript:BU_ATCC8492_01896 BU_ATCC8492_01896
transcript:BU_ATCC8492_01897 BU_ATCC8492_01897
transcript:BU_ATCC8492_01898 BU_ATCC8492_01898
transcript:BU_ATCC8492_01899 BU_ATCC8492_01899
transcript:BU_ATCC8492_01900 BU_ATCC8492_01900
topB_3 BU_ATCC8492_01901
transcript:BU_ATCC8492_01902 BU_ATCC8492_01902
transcript:BU_ATCC8492_01903 BU_ATCC8492_01903
transcript:BU_ATCC8492_01904 BU_ATCC8492_01904
transcript:BU_ATCC8492_01905 BU_ATCC8492_01905
tagO_1 BU_ATCC8492_01906
transcript:BU_ATCC8492_01907 BU_ATCC8492_01907
ptk BU_ATCC8492_01908
cpsB BU_ATCC8492_01909
wecC_1 BU_ATCC8492_01910
transcript:BU_ATCC8492_01911 BU_ATCC8492_01911
transcript:BU_ATCC8492_01912 BU_ATCC8492_01912
transcript:BU_ATCC8492_01913 BU_ATCC8492_01913
capD_1 BU_ATCC8492_01914
wbjC_1 BU_ATCC8492_01915
transcript:BU_ATCC8492_01916 BU_ATCC8492_01916
wbpI_1 BU_ATCC8492_01917
transcript:BU_ATCC8492_01918 BU_ATCC8492_01918
dapH_1 BU_ATCC8492_01919
transcript:BU_ATCC8492_01920 BU_ATCC8492_01920
transcript:BU_ATCC8492_01921 BU_ATCC8492_01921
wecG BU_ATCC8492_01922
wecB_1 BU_ATCC8492_01923
transcript:BU_ATCC8492_01924 BU_ATCC8492_01924
transcript:BU_ATCC8492_01925 BU_ATCC8492_01925
transcript:BU_ATCC8492_01926 BU_ATCC8492_01926
rcsC_24 BU_ATCC8492_01927
zraR_3 BU_ATCC8492_01928
transcript:BU_ATCC8492_01929 BU_ATCC8492_01929
transcript:BU_ATCC8492_01930 BU_ATCC8492_01930
transcript:BU_ATCC8492_01931 BU_ATCC8492_01931
transcript:BU_ATCC8492_01932 BU_ATCC8492_01932
transcript:BU_ATCC8492_01933 BU_ATCC8492_01933
transcript:BU_ATCC8492_01934 BU_ATCC8492_01934
transcript:BU_ATCC8492_01935 BU_ATCC8492_01935
transcript:BU_ATCC8492_01936 BU_ATCC8492_01936
transcript:BU_ATCC8492_01937 BU_ATCC8492_01937
transcript:BU_ATCC8492_01938 BU_ATCC8492_01938
transcript:BU_ATCC8492_01939 BU_ATCC8492_01939
transcript:BU_ATCC8492_01940 BU_ATCC8492_01940
transcript:BU_ATCC8492_01941 BU_ATCC8492_01941
transcript:BU_ATCC8492_01942 BU_ATCC8492_01942
transcript:BU_ATCC8492_01943 BU_ATCC8492_01943
transcript:BU_ATCC8492_01944 BU_ATCC8492_01944
transcript:BU_ATCC8492_01945 BU_ATCC8492_01945
transcript:BU_ATCC8492_01946 BU_ATCC8492_01946
transcript:BU_ATCC8492_01947 BU_ATCC8492_01947
transcript:BU_ATCC8492_01948 BU_ATCC8492_01948
transcript:BU_ATCC8492_01949 BU_ATCC8492_01949
transcript:BU_ATCC8492_01950 BU_ATCC8492_01950
transcript:BU_ATCC8492_01951 BU_ATCC8492_01951
transcript:BU_ATCC8492_01952 BU_ATCC8492_01952
transcript:BU_ATCC8492_01953 BU_ATCC8492_01953
transcript:BU_ATCC8492_01954 BU_ATCC8492_01954
transcript:BU_ATCC8492_01955 BU_ATCC8492_01955
transcript:BU_ATCC8492_01956 BU_ATCC8492_01956
transcript:BU_ATCC8492_01957 BU_ATCC8492_01957
transcript:BU_ATCC8492_01958 BU_ATCC8492_01958
transcript:BU_ATCC8492_01959 BU_ATCC8492_01959
transcript:BU_ATCC8492_01960 BU_ATCC8492_01960
transcript:BU_ATCC8492_01961 BU_ATCC8492_01961
transcript:BU_ATCC8492_01962 BU_ATCC8492_01962
transcript:BU_ATCC8492_01963 BU_ATCC8492_01963
transcript:BU_ATCC8492_01964 BU_ATCC8492_01964
transcript:BU_ATCC8492_01965 BU_ATCC8492_01965
transcript:BU_ATCC8492_01966 BU_ATCC8492_01966
transcript:BU_ATCC8492_01967 BU_ATCC8492_01967
transcript:BU_ATCC8492_01968 BU_ATCC8492_01968
transcript:BU_ATCC8492_01969 BU_ATCC8492_01969
transcript:BU_ATCC8492_01970 BU_ATCC8492_01970
transcript:BU_ATCC8492_01971 BU_ATCC8492_01971
transcript:BU_ATCC8492_01972 BU_ATCC8492_01972
transcript:BU_ATCC8492_01973 BU_ATCC8492_01973
transcript:BU_ATCC8492_01974 BU_ATCC8492_01974
transcript:BU_ATCC8492_01975 BU_ATCC8492_01975
xerC_7 BU_ATCC8492_01976
contig_1.tRNA51-PheGAA contig_1.trna51
thiL BU_ATCC8492_01978
punA BU_ATCC8492_01979
lpxK BU_ATCC8492_01980
sppA BU_ATCC8492_01981
contig_1_ncRNA8 contig_1_ncRNA8
contig_1.tRNA18-IleGAT contig_1.trna18
contig_1.tRNA19-AlaTGC contig_1.trna19
contig_1_ncRNA4 contig_1_ncRNA4
transcript:BU_ATCC8492_01987 BU_ATCC8492_01987
leuA BU_ATCC8492_01988
leuC BU_ATCC8492_01989
leuD1 BU_ATCC8492_01990
leuA_2 BU_ATCC8492_01991
transcript:BU_ATCC8492_01992 BU_ATCC8492_01992
leuB BU_ATCC8492_01993
cysK1_2 BU_ATCC8492_01994
transcript:BU_ATCC8492_01995 BU_ATCC8492_01995
recQ_2 BU_ATCC8492_01996
rhaR_2 BU_ATCC8492_01997
transcript:BU_ATCC8492_01998 BU_ATCC8492_01998
transcript:BU_ATCC8492_01999 BU_ATCC8492_01999
fur BU_ATCC8492_02000
purA BU_ATCC8492_02001
transcript:BU_ATCC8492_02002 BU_ATCC8492_02002
transcript:BU_ATCC8492_02003 BU_ATCC8492_02003
transcript:BU_ATCC8492_02004 BU_ATCC8492_02004
hisS BU_ATCC8492_02005
transcript:BU_ATCC8492_02006 BU_ATCC8492_02006
rsxB_1 BU_ATCC8492_02007
panS BU_ATCC8492_02008
groS BU_ATCC8492_02009
groL BU_ATCC8492_02010
transcript:BU_ATCC8492_02011 BU_ATCC8492_02011
ltaE BU_ATCC8492_02012
transcript:BU_ATCC8492_02013 BU_ATCC8492_02013
dnaJ_1 BU_ATCC8492_02014
transcript:BU_ATCC8492_02015 BU_ATCC8492_02015
transcript:BU_ATCC8492_02016 BU_ATCC8492_02016
caiA BU_ATCC8492_02017
transcript:BU_ATCC8492_02018 BU_ATCC8492_02018
carE BU_ATCC8492_02019
carD BU_ATCC8492_02020
dxs_2 BU_ATCC8492_02021
transcript:BU_ATCC8492_02022 BU_ATCC8492_02022
transcript:BU_ATCC8492_02023 BU_ATCC8492_02023
susC_13 BU_ATCC8492_02024
transcript:BU_ATCC8492_02025 BU_ATCC8492_02025
transcript:BU_ATCC8492_02026 BU_ATCC8492_02026
sacC BU_ATCC8492_02027
transcript:BU_ATCC8492_02028 BU_ATCC8492_02028
transcript:BU_ATCC8492_02029 BU_ATCC8492_02029
transcript:BU_ATCC8492_02030 BU_ATCC8492_02030
transcript:BU_ATCC8492_02031 BU_ATCC8492_02031
transcript:BU_ATCC8492_02032 BU_ATCC8492_02032
pfkB BU_ATCC8492_02033
rcsC_25 BU_ATCC8492_02034
transcript:BU_ATCC8492_02035 BU_ATCC8492_02035
transcript:BU_ATCC8492_02036 BU_ATCC8492_02036
transcript:BU_ATCC8492_02037 BU_ATCC8492_02037
transcript:BU_ATCC8492_02038 BU_ATCC8492_02038
transcript:BU_ATCC8492_02039 BU_ATCC8492_02039
transcript:BU_ATCC8492_02040 BU_ATCC8492_02040
transcript:BU_ATCC8492_02041 BU_ATCC8492_02041
transcript:BU_ATCC8492_02042 BU_ATCC8492_02042
transcript:BU_ATCC8492_02043 BU_ATCC8492_02043
transcript:BU_ATCC8492_02044 BU_ATCC8492_02044
transcript:BU_ATCC8492_02045 BU_ATCC8492_02045
uvrA_1 BU_ATCC8492_02046
rcsC_26 BU_ATCC8492_02047
transcript:BU_ATCC8492_02048 BU_ATCC8492_02048
srpC_1 BU_ATCC8492_02049
chrA1 BU_ATCC8492_02050
rcsC_27 BU_ATCC8492_02051
purL BU_ATCC8492_02052
transcript:BU_ATCC8492_02053 BU_ATCC8492_02053
transcript:BU_ATCC8492_02054 BU_ATCC8492_02054
transcript:BU_ATCC8492_02055 BU_ATCC8492_02055
rfbD BU_ATCC8492_02056
prfC BU_ATCC8492_02057
transcript:BU_ATCC8492_02058 BU_ATCC8492_02058
transcript:BU_ATCC8492_02059 BU_ATCC8492_02059
oadG BU_ATCC8492_02060
cfiA BU_ATCC8492_02061
gcdB_1 BU_ATCC8492_02062
transcript:BU_ATCC8492_02063 BU_ATCC8492_02063
mexB BU_ATCC8492_02064
ttgD_2 BU_ATCC8492_02065
malP BU_ATCC8492_02066
transcript:BU_ATCC8492_02067 BU_ATCC8492_02067
cytR BU_ATCC8492_02068
ganB BU_ATCC8492_02069
transcript:BU_ATCC8492_02070 BU_ATCC8492_02070
susC_14 BU_ATCC8492_02071
susD BU_ATCC8492_02072
transcript:BU_ATCC8492_02073 BU_ATCC8492_02073
glgE_1 BU_ATCC8492_02074
glgB_1 BU_ATCC8492_02075
transcript:BU_ATCC8492_02076 BU_ATCC8492_02076
transcript:BU_ATCC8492_02077 BU_ATCC8492_02077
transcript:BU_ATCC8492_02078 BU_ATCC8492_02078
transcript:BU_ATCC8492_02079 BU_ATCC8492_02079
proC_2 BU_ATCC8492_02080
kdsC BU_ATCC8492_02081
maf BU_ATCC8492_02082
transcript:BU_ATCC8492_02083 BU_ATCC8492_02083
transcript:BU_ATCC8492_02084 BU_ATCC8492_02084
pgk BU_ATCC8492_02085
nth BU_ATCC8492_02086
yhhS BU_ATCC8492_02087
pheS BU_ATCC8492_02088
transcript:BU_ATCC8492_02089 BU_ATCC8492_02089
transcript:BU_ATCC8492_02090 BU_ATCC8492_02090
transcript:BU_ATCC8492_02091 BU_ATCC8492_02091
fsr BU_ATCC8492_02092
transcript:BU_ATCC8492_02093 BU_ATCC8492_02093
contig_1.tRNA50-AlaGGC contig_1.trna50
transcript:BU_ATCC8492_02095 BU_ATCC8492_02095
ruvC BU_ATCC8492_02096
pulA BU_ATCC8492_02097
modF BU_ATCC8492_02098
tal BU_ATCC8492_02099
transcript:BU_ATCC8492_02100 BU_ATCC8492_02100
transcript:BU_ATCC8492_02101 BU_ATCC8492_02101
transcript:BU_ATCC8492_02102 BU_ATCC8492_02102
transcript:BU_ATCC8492_02103 BU_ATCC8492_02103
sasA_4 BU_ATCC8492_02104
ompR BU_ATCC8492_02105
ybdG_2 BU_ATCC8492_02106
transcript:BU_ATCC8492_02107 BU_ATCC8492_02107
pepD_2 BU_ATCC8492_02108
transcript:BU_ATCC8492_02109 BU_ATCC8492_02109
transcript:BU_ATCC8492_02110 BU_ATCC8492_02110
cutC BU_ATCC8492_02111
rny_2 BU_ATCC8492_02112
transcript:BU_ATCC8492_02113 BU_ATCC8492_02113
transcript:BU_ATCC8492_02114 BU_ATCC8492_02114
transcript:BU_ATCC8492_02115 BU_ATCC8492_02115
transcript:BU_ATCC8492_02116 BU_ATCC8492_02116
transcript:BU_ATCC8492_02117 BU_ATCC8492_02117
mtnN_2 BU_ATCC8492_02118
transcript:BU_ATCC8492_02119 BU_ATCC8492_02119
pdxK BU_ATCC8492_02120
transcript:BU_ATCC8492_02121 BU_ATCC8492_02121
queD BU_ATCC8492_02122
queE BU_ATCC8492_02123
contig_1.tRNA49-TrpCCA contig_1.trna49
transcript:BU_ATCC8492_02125 BU_ATCC8492_02125
transcript:BU_ATCC8492_02126 BU_ATCC8492_02126
transcript:BU_ATCC8492_02127 BU_ATCC8492_02127
alsT_2 BU_ATCC8492_02128
transcript:BU_ATCC8492_02129 BU_ATCC8492_02129
transcript:BU_ATCC8492_02130 BU_ATCC8492_02130
transcript:BU_ATCC8492_02131 BU_ATCC8492_02131
transcript:BU_ATCC8492_02132 BU_ATCC8492_02132
sapB BU_ATCC8492_02133
transcript:BU_ATCC8492_02134 BU_ATCC8492_02134
transcript:BU_ATCC8492_02135 BU_ATCC8492_02135
transcript:BU_ATCC8492_02136 BU_ATCC8492_02136
rcsC_28 BU_ATCC8492_02137
axe2 BU_ATCC8492_02138
transcript:BU_ATCC8492_02139 BU_ATCC8492_02139
transcript:BU_ATCC8492_02140 BU_ATCC8492_02140
transcript:BU_ATCC8492_02141 BU_ATCC8492_02141
transcript:BU_ATCC8492_02142 BU_ATCC8492_02142
yvbK BU_ATCC8492_02143
transcript:BU_ATCC8492_02144 BU_ATCC8492_02144
atl BU_ATCC8492_02145
nfo BU_ATCC8492_02146
transcript:BU_ATCC8492_02147 BU_ATCC8492_02147
yjaB BU_ATCC8492_02148
transcript:BU_ATCC8492_02149 BU_ATCC8492_02149
transcript:BU_ATCC8492_02150 BU_ATCC8492_02150
rcsC_29 BU_ATCC8492_02151
transcript:BU_ATCC8492_02152 BU_ATCC8492_02152
aat BU_ATCC8492_02153
clpA BU_ATCC8492_02154
clpS BU_ATCC8492_02155
transcript:BU_ATCC8492_02156 BU_ATCC8492_02156
bacC BU_ATCC8492_02157
transcript:BU_ATCC8492_02158 BU_ATCC8492_02158
transcript:BU_ATCC8492_02159 BU_ATCC8492_02159
transcript:BU_ATCC8492_02160 BU_ATCC8492_02160
yhcG BU_ATCC8492_02161
transcript:BU_ATCC8492_02162 BU_ATCC8492_02162
transcript:BU_ATCC8492_02163 BU_ATCC8492_02163
transcript:BU_ATCC8492_02164 BU_ATCC8492_02164
transcript:BU_ATCC8492_02165 BU_ATCC8492_02165
transcript:BU_ATCC8492_02166 BU_ATCC8492_02166
transcript:BU_ATCC8492_02167 BU_ATCC8492_02167
transcript:BU_ATCC8492_02168 BU_ATCC8492_02168
mnmA_3 BU_ATCC8492_02169
narL BU_ATCC8492_02170
transcript:BU_ATCC8492_02171 BU_ATCC8492_02171
nhaC BU_ATCC8492_02172
transcript:BU_ATCC8492_02173 BU_ATCC8492_02173
transcript:BU_ATCC8492_02174 BU_ATCC8492_02174
transcript:BU_ATCC8492_02175 BU_ATCC8492_02175
transcript:BU_ATCC8492_02176 BU_ATCC8492_02176
transcript:BU_ATCC8492_02177 BU_ATCC8492_02177
transcript:BU_ATCC8492_02178 BU_ATCC8492_02178
transcript:BU_ATCC8492_02179 BU_ATCC8492_02179
soj_2 BU_ATCC8492_02180
transcript:BU_ATCC8492_02181 BU_ATCC8492_02181
transcript:BU_ATCC8492_02182 BU_ATCC8492_02182
transcript:BU_ATCC8492_02183 BU_ATCC8492_02183
transcript:BU_ATCC8492_02184 BU_ATCC8492_02184
transcript:BU_ATCC8492_02185 BU_ATCC8492_02185
transcript:BU_ATCC8492_02186 BU_ATCC8492_02186
transcript:BU_ATCC8492_02187 BU_ATCC8492_02187
transcript:BU_ATCC8492_02188 BU_ATCC8492_02188
xerC_8 BU_ATCC8492_02189
transcript:BU_ATCC8492_02190 BU_ATCC8492_02190
transcript:BU_ATCC8492_02191 BU_ATCC8492_02191
transcript:BU_ATCC8492_02192 BU_ATCC8492_02192
transcript:BU_ATCC8492_02193 BU_ATCC8492_02193
transcript:BU_ATCC8492_02194 BU_ATCC8492_02194
transcript:BU_ATCC8492_02195 BU_ATCC8492_02195
transcript:BU_ATCC8492_02196 BU_ATCC8492_02196
transcript:BU_ATCC8492_02197 BU_ATCC8492_02197
transcript:BU_ATCC8492_02198 BU_ATCC8492_02198
transcript:BU_ATCC8492_02199 BU_ATCC8492_02199
transcript:BU_ATCC8492_02200 BU_ATCC8492_02200
xerC_9 BU_ATCC8492_02201
transcript:BU_ATCC8492_02202 BU_ATCC8492_02202
mnmE BU_ATCC8492_02203
deoD BU_ATCC8492_02204
transcript:BU_ATCC8492_02205 BU_ATCC8492_02205
transcript:BU_ATCC8492_02206 BU_ATCC8492_02206
transcript:BU_ATCC8492_02207 BU_ATCC8492_02207
ttcA BU_ATCC8492_02208
transcript:BU_ATCC8492_02209 BU_ATCC8492_02209
apbE_2 BU_ATCC8492_02210
mntP BU_ATCC8492_02211
transcript:BU_ATCC8492_02212 BU_ATCC8492_02212
transcript:BU_ATCC8492_02213 BU_ATCC8492_02213
rgtE BU_ATCC8492_02214
transcript:BU_ATCC8492_02215 BU_ATCC8492_02215
contig_1.tRNA48-ThrTGT contig_1.trna48
contig_1_ncRNA11 contig_1_ncRNA11
transcript:BU_ATCC8492_02217 BU_ATCC8492_02217
